device: cuda   amp: bf16
train pairs: 84500 from 169 split(s)   crop: 512
val scenes: 200
sampling 20000 of 84500 pairs per epoch (9.5 passes over the pool)
parameters: 0.46M
fine-tuning from weights/driftsense_p4_last.pt: weights only (fresh optimizer, fresh one-cycle at max_lr 0.00015, epoch counter from 0)
resumed from weights/driftsense_p4_last.pt (epoch 0, best 0.442px)
  e0 [50/1250] loss 0.400 focal 0.298 off 0.1025 | batch median err 1.8px | 47.3 img/s | lr 6.02e-06
  e17 [100/1250] loss 0.388 focal 0.283 off 0.1051 | batch median err 1.2px | 74.5 img/s | lr 1.14e-04
  e17 [150/1250] loss 0.392 focal 0.286 off 0.1066 | batch median err 1.7px | 75.0 img/s | lr 1.14e-04
  e17 [200/1250] loss 0.392 focal 0.285 off 0.1069 | batch median err 1.1px | 75.4 img/s | lr 1.14e-04
  e17 [250/1250] loss 0.388 focal 0.282 off 0.1053 | batch median err 1.7px | 75.6 img/s | lr 1.13e-04
  e17 [300/1250] loss 0.384 focal 0.279 off 0.1050 | batch median err 1.3px | 75.7 img/s | lr 1.13e-04
  e17 [350/1250] loss 0.381 focal 0.277 off 0.1044 | batch median err 1.3px | 75.8 img/s | lr 1.13e-04
  e17 [400/1250] loss 0.380 focal 0.275 off 0.1048 | batch median err 1.6px | 75.8 img/s | lr 1.13e-04
  e17 [450/1250] loss 0.379 focal 0.273 off 0.1058 | batch median err 1.6px | 75.9 img/s | lr 1.12e-04
  e17 [500/1250] loss 0.379 focal 0.273 off 0.1056 | batch median err 1.4px | 75.9 img/s | lr 1.12e-04
  e17 [550/1250] loss 0.380 focal 0.274 off 0.1052 | batch median err 1.6px | 76.0 img/s | lr 1.12e-04
  e17 [600/1250] loss 0.378 focal 0.273 off 0.1051 | batch median err 1.1px | 76.0 img/s | lr 1.12e-04
  e17 [650/1250] loss 0.379 focal 0.274 off 0.1059 | batch median err 2.0px | 76.0 img/s | lr 1.11e-04
  e17 [700/1250] loss 0.378 focal 0.272 off 0.1061 | batch median err 1.2px | 76.1 img/s | lr 1.11e-04
  e17 [750/1250] loss 0.377 focal 0.271 off 0.1062 | batch median err 1.5px | 76.1 img/s | lr 1.11e-04
  e17 [800/1250] loss 0.379 focal 0.273 off 0.1061 | batch median err 1.0px | 76.1 img/s | lr 1.11e-04
  e17 [850/1250] loss 0.378 focal 0.272 off 0.1055 | batch median err 20.8px | 76.1 img/s | lr 1.10e-04
  e17 [900/1250] loss 0.376 focal 0.271 off 0.1051 | batch median err 0.9px | 76.1 img/s | lr 1.10e-04
  e17 [950/1250] loss 0.377 focal 0.271 off 0.1051 | batch median err 1.7px | 76.1 img/s | lr 1.10e-04
  e17 [1000/1250] loss 0.378 focal 0.273 off 0.1053 | batch median err 1.2px | 76.1 img/s | lr 1.10e-04
  e17 [1050/1250] loss 0.378 focal 0.272 off 0.1053 | batch median err 1.2px | 76.1 img/s | lr 1.09e-04
  e17 [1100/1250] loss 0.377 focal 0.272 off 0.1055 | batch median err 2.4px | 76.1 img/s | lr 1.09e-04
  e17 [1150/1250] loss 0.378 focal 0.272 off 0.1055 | batch median err 1.1px | 76.2 img/s | lr 1.09e-04
  e17 [1200/1250] loss 0.376 focal 0.271 off 0.1053 | batch median err 1.1px | 76.2 img/s | lr 1.09e-04
  e17 [1250/1250] loss 0.375 focal 0.270 off 0.1051 | batch median err 0.9px | 76.2 img/s | lr 1.08e-04
epoch 17: loss 0.3755 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e18 [50/1250] loss 0.362 focal 0.253 off 0.1093 | batch median err 1.0px | 72.2 img/s | lr 1.08e-04
  e18 [100/1250] loss 0.378 focal 0.266 off 0.1121 | batch median err 1.5px | 74.2 img/s | lr 1.08e-04
  e18 [150/1250] loss 0.383 focal 0.273 off 0.1099 | batch median err 1.8px | 74.9 img/s | lr 1.08e-04
  e18 [200/1250] loss 0.378 focal 0.268 off 0.1102 | batch median err 1.3px | 75.2 img/s | lr 1.07e-04
  e18 [250/1250] loss 0.382 focal 0.272 off 0.1102 | batch median err 1.4px | 75.4 img/s | lr 1.07e-04
  e18 [300/1250] loss 0.387 focal 0.277 off 0.1103 | batch median err 1.5px | 75.6 img/s | lr 1.07e-04
  e18 [350/1250] loss 0.381 focal 0.272 off 0.1092 | batch median err 2.2px | 75.7 img/s | lr 1.07e-04
  e18 [400/1250] loss 0.385 focal 0.275 off 0.1100 | batch median err 1.8px | 75.7 img/s | lr 1.06e-04
  e18 [450/1250] loss 0.383 focal 0.274 off 0.1091 | batch median err 1.0px | 75.8 img/s | lr 1.06e-04
  e18 [500/1250] loss 0.384 focal 0.275 off 0.1090 | batch median err 1.9px | 75.9 img/s | lr 1.06e-04
  e18 [550/1250] loss 0.384 focal 0.275 off 0.1086 | batch median err 1.6px | 75.9 img/s | lr 1.06e-04
  e18 [600/1250] loss 0.380 focal 0.272 off 0.1078 | batch median err 1.5px | 75.9 img/s | lr 1.05e-04
  e18 [650/1250] loss 0.379 focal 0.271 off 0.1079 | batch median err 1.4px | 76.0 img/s | lr 1.05e-04
  e18 [700/1250] loss 0.380 focal 0.272 off 0.1078 | batch median err 1.2px | 76.0 img/s | lr 1.05e-04
  e18 [750/1250] loss 0.379 focal 0.271 off 0.1076 | batch median err 1.1px | 76.0 img/s | lr 1.05e-04
  e18 [800/1250] loss 0.378 focal 0.271 off 0.1074 | batch median err 2.4px | 76.0 img/s | lr 1.04e-04
  e18 [850/1250] loss 0.379 focal 0.272 off 0.1073 | batch median err 3.2px | 76.1 img/s | lr 1.04e-04
  e18 [900/1250] loss 0.379 focal 0.272 off 0.1071 | batch median err 1.3px | 76.1 img/s | lr 1.04e-04
  e18 [950/1250] loss 0.379 focal 0.272 off 0.1072 | batch median err 2.3px | 76.1 img/s | lr 1.04e-04
  e18 [1000/1250] loss 0.379 focal 0.272 off 0.1071 | batch median err 2.2px | 76.1 img/s | lr 1.03e-04
  e18 [1050/1250] loss 0.379 focal 0.272 off 0.1070 | batch median err 1.5px | 76.1 img/s | lr 1.03e-04
  e18 [1100/1250] loss 0.380 focal 0.273 off 0.1070 | batch median err 1.2px | 76.1 img/s | lr 1.03e-04
  e18 [1150/1250] loss 0.380 focal 0.273 off 0.1071 | batch median err 1.2px | 76.1 img/s | lr 1.03e-04
  e18 [1200/1250] loss 0.379 focal 0.272 off 0.1071 | batch median err 1.0px | 76.1 img/s | lr 1.02e-04
  e18 [1250/1250] loss 0.379 focal 0.272 off 0.1073 | batch median err 1.6px | 76.2 img/s | lr 1.02e-04
epoch 18: loss 0.3793 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e19 [50/1250] loss 0.357 focal 0.251 off 0.1051 | batch median err 1.3px | 71.3 img/s | lr 1.02e-04
  e19 [100/1250] loss 0.371 focal 0.266 off 0.1050 | batch median err 1.9px | 73.8 img/s | lr 1.02e-04
  e19 [150/1250] loss 0.374 focal 0.270 off 0.1044 | batch median err 1.7px | 74.6 img/s | lr 1.01e-04
  e19 [200/1250] loss 0.367 focal 0.263 off 0.1037 | batch median err 1.5px | 75.1 img/s | lr 1.01e-04
  e19 [250/1250] loss 0.367 focal 0.262 off 0.1050 | batch median err 2.3px | 75.3 img/s | lr 1.01e-04
  e19 [300/1250] loss 0.362 focal 0.258 off 0.1045 | batch median err 1.4px | 75.5 img/s | lr 1.01e-04
  e19 [350/1250] loss 0.362 focal 0.259 off 0.1036 | batch median err 1.3px | 75.6 img/s | lr 1.00e-04
  e19 [400/1250] loss 0.361 focal 0.258 off 0.1032 | batch median err 1.7px | 75.7 img/s | lr 1.00e-04
  e19 [450/1250] loss 0.361 focal 0.257 off 0.1035 | batch median err 1.0px | 75.8 img/s | lr 9.97e-05
  e19 [500/1250] loss 0.365 focal 0.260 off 0.1041 | batch median err 1.6px | 75.9 img/s | lr 9.95e-05
  e19 [550/1250] loss 0.365 focal 0.261 off 0.1039 | batch median err 1.0px | 75.9 img/s | lr 9.92e-05
  e19 [600/1250] loss 0.365 focal 0.261 off 0.1046 | batch median err 1.5px | 75.9 img/s | lr 9.90e-05
  e19 [650/1250] loss 0.366 focal 0.262 off 0.1045 | batch median err 1.2px | 76.0 img/s | lr 9.87e-05
  e19 [700/1250] loss 0.369 focal 0.264 off 0.1046 | batch median err 1.7px | 76.0 img/s | lr 9.84e-05
  e19 [750/1250] loss 0.369 focal 0.264 off 0.1049 | batch median err 1.7px | 76.0 img/s | lr 9.82e-05
  e19 [800/1250] loss 0.370 focal 0.265 off 0.1052 | batch median err 1.8px | 76.0 img/s | lr 9.79e-05
  e19 [850/1250] loss 0.371 focal 0.266 off 0.1054 | batch median err 1.9px | 76.1 img/s | lr 9.76e-05
  e19 [900/1250] loss 0.373 focal 0.267 off 0.1056 | batch median err 1.1px | 76.1 img/s | lr 9.74e-05
  e19 [950/1250] loss 0.371 focal 0.266 off 0.1055 | batch median err 0.7px | 76.1 img/s | lr 9.71e-05
  e19 [1000/1250] loss 0.369 focal 0.264 off 0.1054 | batch median err 1.3px | 76.1 img/s | lr 9.68e-05
  e19 [1050/1250] loss 0.370 focal 0.265 off 0.1055 | batch median err 1.8px | 76.1 img/s | lr 9.66e-05
  e19 [1100/1250] loss 0.370 focal 0.265 off 0.1053 | batch median err 1.6px | 76.1 img/s | lr 9.63e-05
  e19 [1150/1250] loss 0.371 focal 0.266 off 0.1055 | batch median err 1.4px | 76.1 img/s | lr 9.61e-05
  e19 [1200/1250] loss 0.371 focal 0.266 off 0.1056 | batch median err 1.2px | 76.1 img/s | lr 9.58e-05
  e19 [1250/1250] loss 0.370 focal 0.265 off 0.1054 | batch median err 1.7px | 76.1 img/s | lr 9.55e-05
epoch 19: loss 0.3705 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e20 [50/1250] loss 0.359 focal 0.256 off 0.1028 | batch median err 1.9px | 71.7 img/s | lr 9.53e-05
  e20 [100/1250] loss 0.360 focal 0.259 off 0.1008 | batch median err 1.1px | 74.0 img/s | lr 9.50e-05
  e20 [150/1250] loss 0.369 focal 0.264 off 0.1051 | batch median err 1.4px | 74.8 img/s | lr 9.47e-05
  e20 [200/1250] loss 0.362 focal 0.256 off 0.1065 | batch median err 1.5px | 75.2 img/s | lr 9.45e-05
  e20 [250/1250] loss 0.358 focal 0.252 off 0.1059 | batch median err 1.5px | 75.4 img/s | lr 9.42e-05
  e20 [300/1250] loss 0.367 focal 0.261 off 0.1052 | batch median err 2.2px | 75.6 img/s | lr 9.39e-05
  e20 [350/1250] loss 0.368 focal 0.264 off 0.1042 | batch median err 1.4px | 75.7 img/s | lr 9.36e-05
  e20 [400/1250] loss 0.368 focal 0.263 off 0.1055 | batch median err 1.3px | 75.8 img/s | lr 9.34e-05
  e20 [450/1250] loss 0.367 focal 0.262 off 0.1045 | batch median err 2.3px | 75.8 img/s | lr 9.31e-05
  e20 [500/1250] loss 0.370 focal 0.265 off 0.1053 | batch median err 2.6px | 75.9 img/s | lr 9.28e-05
  e20 [550/1250] loss 0.371 focal 0.265 off 0.1054 | batch median err 1.9px | 75.9 img/s | lr 9.26e-05
  e20 [600/1250] loss 0.369 focal 0.264 off 0.1055 | batch median err 1.2px | 76.0 img/s | lr 9.23e-05
  e20 [650/1250] loss 0.369 focal 0.264 off 0.1049 | batch median err 1.2px | 76.0 img/s | lr 9.20e-05
  e20 [700/1250] loss 0.368 focal 0.264 off 0.1048 | batch median err 1.4px | 76.0 img/s | lr 9.18e-05
  e20 [750/1250] loss 0.369 focal 0.264 off 0.1048 | batch median err 1.6px | 76.1 img/s | lr 9.15e-05
  e20 [800/1250] loss 0.369 focal 0.265 off 0.1043 | batch median err 1.7px | 76.1 img/s | lr 9.12e-05
  e20 [850/1250] loss 0.369 focal 0.265 off 0.1045 | batch median err 1.0px | 76.1 img/s | lr 9.09e-05
  e20 [900/1250] loss 0.370 focal 0.265 off 0.1045 | batch median err 1.3px | 76.1 img/s | lr 9.07e-05
  e20 [950/1250] loss 0.370 focal 0.266 off 0.1045 | batch median err 0.9px | 76.1 img/s | lr 9.04e-05
  e20 [1000/1250] loss 0.369 focal 0.265 off 0.1048 | batch median err 1.9px | 76.1 img/s | lr 9.01e-05
  e20 [1050/1250] loss 0.369 focal 0.264 off 0.1047 | batch median err 1.8px | 76.1 img/s | lr 8.99e-05
  e20 [1100/1250] loss 0.371 focal 0.266 off 0.1050 | batch median err 1.3px | 76.2 img/s | lr 8.96e-05
  e20 [1150/1250] loss 0.369 focal 0.264 off 0.1046 | batch median err 1.6px | 76.2 img/s | lr 8.93e-05
  e20 [1200/1250] loss 0.368 focal 0.263 off 0.1046 | batch median err 0.9px | 76.2 img/s | lr 8.90e-05
  e20 [1250/1250] loss 0.368 focal 0.264 off 0.1046 | batch median err 1.4px | 76.2 img/s | lr 8.88e-05
epoch 20: loss 0.3682 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e21 [50/1250] loss 0.364 focal 0.259 off 0.1050 | batch median err 0.9px | 72.1 img/s | lr 8.85e-05
  e21 [100/1250] loss 0.361 focal 0.254 off 0.1072 | batch median err 1.0px | 74.2 img/s | lr 8.82e-05
  e21 [150/1250] loss 0.368 focal 0.261 off 0.1063 | batch median err 0.9px | 75.0 img/s | lr 8.80e-05
  e21 [200/1250] loss 0.374 focal 0.267 off 0.1062 | batch median err 1.0px | 75.3 img/s | lr 8.77e-05
  e21 [250/1250] loss 0.379 focal 0.273 off 0.1067 | batch median err 1.8px | 75.5 img/s | lr 8.74e-05
  e21 [300/1250] loss 0.375 focal 0.268 off 0.1066 | batch median err 1.2px | 75.7 img/s | lr 8.71e-05
  e21 [350/1250] loss 0.371 focal 0.265 off 0.1062 | batch median err 1.7px | 75.8 img/s | lr 8.69e-05
  e21 [400/1250] loss 0.369 focal 0.262 off 0.1064 | batch median err 1.2px | 75.8 img/s | lr 8.66e-05
  e21 [450/1250] loss 0.370 focal 0.263 off 0.1064 | batch median err 1.5px | 75.9 img/s | lr 8.63e-05
  e21 [500/1250] loss 0.369 focal 0.262 off 0.1065 | batch median err 1.8px | 76.0 img/s | lr 8.60e-05
  e21 [550/1250] loss 0.369 focal 0.262 off 0.1067 | batch median err 1.6px | 76.0 img/s | lr 8.58e-05
  e21 [600/1250] loss 0.368 focal 0.261 off 0.1068 | batch median err 1.7px | 76.0 img/s | lr 8.55e-05
  e21 [650/1250] loss 0.365 focal 0.259 off 0.1067 | batch median err 1.1px | 76.0 img/s | lr 8.52e-05
  e21 [700/1250] loss 0.362 focal 0.256 off 0.1060 | batch median err 1.0px | 76.1 img/s | lr 8.49e-05
  e21 [750/1250] loss 0.361 focal 0.255 off 0.1060 | batch median err 1.6px | 76.1 img/s | lr 8.47e-05
  e21 [800/1250] loss 0.360 focal 0.254 off 0.1060 | batch median err 1.5px | 76.1 img/s | lr 8.44e-05
  e21 [850/1250] loss 0.361 focal 0.255 off 0.1060 | batch median err 1.1px | 76.1 img/s | lr 8.41e-05
  e21 [900/1250] loss 0.363 focal 0.257 off 0.1058 | batch median err 1.1px | 76.1 img/s | lr 8.38e-05
  e21 [950/1250] loss 0.363 focal 0.257 off 0.1057 | batch median err 2.4px | 76.1 img/s | lr 8.36e-05
  e21 [1000/1250] loss 0.364 focal 0.258 off 0.1058 | batch median err 1.4px | 76.1 img/s | lr 8.33e-05
  e21 [1050/1250] loss 0.362 focal 0.256 off 0.1054 | batch median err 1.2px | 76.2 img/s | lr 8.30e-05
  e21 [1100/1250] loss 0.364 focal 0.258 off 0.1055 | batch median err 1.0px | 76.2 img/s | lr 8.27e-05
  e21 [1150/1250] loss 0.363 focal 0.258 off 0.1053 | batch median err 1.7px | 76.2 img/s | lr 8.25e-05
  e21 [1200/1250] loss 0.364 focal 0.259 off 0.1053 | batch median err 0.8px | 76.2 img/s | lr 8.22e-05
  e21 [1250/1250] loss 0.364 focal 0.259 off 0.1052 | batch median err 2.2px | 76.2 img/s | lr 8.19e-05
epoch 21: loss 0.3642 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e22 [50/1250] loss 0.375 focal 0.263 off 0.1124 | batch median err 1.3px | 72.1 img/s | lr 8.16e-05
  e22 [100/1250] loss 0.371 focal 0.261 off 0.1093 | batch median err 1.4px | 74.2 img/s | lr 8.14e-05
  e22 [150/1250] loss 0.356 focal 0.252 off 0.1047 | batch median err 1.8px | 74.9 img/s | lr 8.11e-05
  e22 [200/1250] loss 0.364 focal 0.260 off 0.1042 | batch median err 1.0px | 75.3 img/s | lr 8.08e-05
  e22 [250/1250] loss 0.366 focal 0.262 off 0.1041 | batch median err 1.7px | 75.5 img/s | lr 8.05e-05
  e22 [300/1250] loss 0.366 focal 0.261 off 0.1055 | batch median err 0.9px | 75.6 img/s | lr 8.03e-05
  e22 [350/1250] loss 0.366 focal 0.261 off 0.1055 | batch median err 1.4px | 75.7 img/s | lr 8.00e-05
  e22 [400/1250] loss 0.362 focal 0.258 off 0.1041 | batch median err 2.3px | 75.8 img/s | lr 7.97e-05
  e22 [450/1250] loss 0.365 focal 0.260 off 0.1045 | batch median err 1.3px | 75.9 img/s | lr 7.94e-05
  e22 [500/1250] loss 0.362 focal 0.258 off 0.1039 | batch median err 1.1px | 75.9 img/s | lr 7.92e-05
  e22 [550/1250] loss 0.360 focal 0.257 off 0.1037 | batch median err 1.4px | 76.0 img/s | lr 7.89e-05
  e22 [600/1250] loss 0.360 focal 0.257 off 0.1032 | batch median err 1.2px | 76.0 img/s | lr 7.86e-05
  e22 [650/1250] loss 0.363 focal 0.259 off 0.1041 | batch median err 1.2px | 76.0 img/s | lr 7.83e-05
  e22 [700/1250] loss 0.364 focal 0.260 off 0.1037 | batch median err 1.4px | 76.0 img/s | lr 7.80e-05
  e22 [750/1250] loss 0.362 focal 0.258 off 0.1036 | batch median err 2.1px | 76.1 img/s | lr 7.78e-05
  e22 [800/1250] loss 0.361 focal 0.258 off 0.1035 | batch median err 1.4px | 76.1 img/s | lr 7.75e-05
  e22 [850/1250] loss 0.360 focal 0.257 off 0.1036 | batch median err 2.8px | 76.1 img/s | lr 7.72e-05
  e22 [900/1250] loss 0.360 focal 0.256 off 0.1035 | batch median err 2.3px | 76.1 img/s | lr 7.69e-05
  e22 [950/1250] loss 0.358 focal 0.255 off 0.1035 | batch median err 1.4px | 76.1 img/s | lr 7.67e-05
  e22 [1000/1250] loss 0.358 focal 0.255 off 0.1035 | batch median err 1.4px | 76.1 img/s | lr 7.64e-05
  e22 [1050/1250] loss 0.359 focal 0.256 off 0.1038 | batch median err 1.6px | 76.1 img/s | lr 7.61e-05
  e22 [1100/1250] loss 0.359 focal 0.254 off 0.1041 | batch median err 1.4px | 76.2 img/s | lr 7.58e-05
  e22 [1150/1250] loss 0.357 focal 0.253 off 0.1037 | batch median err 2.1px | 76.2 img/s | lr 7.55e-05
  e22 [1200/1250] loss 0.359 focal 0.255 off 0.1038 | batch median err 1.3px | 76.2 img/s | lr 7.53e-05
  e22 [1250/1250] loss 0.359 focal 0.255 off 0.1040 | batch median err 1.0px | 76.2 img/s | lr 7.50e-05
epoch 22: loss 0.3587 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e23 [50/1250] loss 0.320 focal 0.221 off 0.0994 | batch median err 1.3px | 72.7 img/s | lr 7.47e-05
  e23 [100/1250] loss 0.337 focal 0.234 off 0.1031 | batch median err 1.2px | 74.6 img/s | lr 7.44e-05
  e23 [150/1250] loss 0.343 focal 0.238 off 0.1045 | batch median err 1.5px | 75.2 img/s | lr 7.42e-05
  e23 [200/1250] loss 0.337 focal 0.233 off 0.1037 | batch median err 1.6px | 75.5 img/s | lr 7.39e-05
  e23 [250/1250] loss 0.344 focal 0.240 off 0.1043 | batch median err 1.8px | 75.7 img/s | lr 7.36e-05
  e23 [300/1250] loss 0.354 focal 0.250 off 0.1040 | batch median err 3.4px | 75.8 img/s | lr 7.33e-05
  e23 [350/1250] loss 0.357 focal 0.252 off 0.1049 | batch median err 2.9px | 75.9 img/s | lr 7.31e-05
  e23 [400/1250] loss 0.355 focal 0.251 off 0.1037 | batch median err 1.5px | 76.0 img/s | lr 7.28e-05
  e23 [450/1250] loss 0.353 focal 0.250 off 0.1035 | batch median err 1.0px | 76.0 img/s | lr 7.25e-05
  e23 [500/1250] loss 0.355 focal 0.251 off 0.1039 | batch median err 1.1px | 76.1 img/s | lr 7.22e-05
  e23 [550/1250] loss 0.357 focal 0.252 off 0.1042 | batch median err 5.1px | 76.1 img/s | lr 7.19e-05
  e23 [600/1250] loss 0.357 focal 0.252 off 0.1046 | batch median err 1.1px | 76.1 img/s | lr 7.17e-05
  e23 [650/1250] loss 0.358 focal 0.253 off 0.1048 | batch median err 1.5px | 76.1 img/s | lr 7.14e-05
  e23 [700/1250] loss 0.359 focal 0.254 off 0.1048 | batch median err 1.2px | 76.1 img/s | lr 7.11e-05
  e23 [750/1250] loss 0.361 focal 0.256 off 0.1051 | batch median err 0.9px | 76.2 img/s | lr 7.08e-05
  e23 [800/1250] loss 0.361 focal 0.256 off 0.1048 | batch median err 1.8px | 76.2 img/s | lr 7.06e-05
  e23 [850/1250] loss 0.360 focal 0.255 off 0.1046 | batch median err 1.7px | 76.2 img/s | lr 7.03e-05
  e23 [900/1250] loss 0.360 focal 0.255 off 0.1052 | batch median err 1.0px | 76.2 img/s | lr 7.00e-05
  e23 [950/1250] loss 0.361 focal 0.255 off 0.1053 | batch median err 1.3px | 76.2 img/s | lr 6.97e-05
  e23 [1000/1250] loss 0.361 focal 0.255 off 0.1055 | batch median err 1.5px | 76.2 img/s | lr 6.95e-05
  e23 [1050/1250] loss 0.360 focal 0.255 off 0.1053 | batch median err 1.5px | 76.2 img/s | lr 6.92e-05
  e23 [1100/1250] loss 0.361 focal 0.256 off 0.1054 | batch median err 2.2px | 76.2 img/s | lr 6.89e-05
  e23 [1150/1250] loss 0.360 focal 0.255 off 0.1052 | batch median err 0.9px | 76.2 img/s | lr 6.86e-05
  e23 [1200/1250] loss 0.362 focal 0.256 off 0.1055 | batch median err 1.3px | 76.2 img/s | lr 6.84e-05
  e23 [1250/1250] loss 0.360 focal 0.255 off 0.1054 | batch median err 1.3px | 76.2 img/s | lr 6.81e-05
epoch 23: loss 0.3604 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e24 [50/1250] loss 0.393 focal 0.277 off 0.1151 | batch median err 1.3px | 72.4 img/s | lr 6.78e-05
  e24 [100/1250] loss 0.359 focal 0.250 off 0.1089 | batch median err 1.1px | 74.4 img/s | lr 6.75e-05
  e24 [150/1250] loss 0.368 focal 0.260 off 0.1086 | batch median err 2.2px | 75.0 img/s | lr 6.72e-05
  e24 [200/1250] loss 0.363 focal 0.256 off 0.1078 | batch median err 2.0px | 75.4 img/s | lr 6.70e-05
  e24 [250/1250] loss 0.358 focal 0.251 off 0.1063 | batch median err 2.0px | 75.6 img/s | lr 6.67e-05
  e24 [300/1250] loss 0.358 focal 0.253 off 0.1054 | batch median err 1.5px | 75.7 img/s | lr 6.64e-05
  e24 [350/1250] loss 0.359 focal 0.255 off 0.1045 | batch median err 0.9px | 75.8 img/s | lr 6.61e-05
  e24 [400/1250] loss 0.359 focal 0.253 off 0.1057 | batch median err 1.8px | 75.9 img/s | lr 6.59e-05
  e24 [450/1250] loss 0.357 focal 0.252 off 0.1048 | batch median err 1.1px | 75.9 img/s | lr 6.56e-05
  e24 [500/1250] loss 0.359 focal 0.253 off 0.1051 | batch median err 1.3px | 76.0 img/s | lr 6.53e-05
  e24 [550/1250] loss 0.357 focal 0.252 off 0.1052 | batch median err 24.8px | 76.0 img/s | lr 6.50e-05
  e24 [600/1250] loss 0.357 focal 0.252 off 0.1053 | batch median err 1.0px | 76.0 img/s | lr 6.48e-05
  e24 [650/1250] loss 0.355 focal 0.250 off 0.1051 | batch median err 1.7px | 76.1 img/s | lr 6.45e-05
  e24 [700/1250] loss 0.357 focal 0.252 off 0.1054 | batch median err 1.0px | 76.1 img/s | lr 6.42e-05
  e24 [750/1250] loss 0.359 focal 0.253 off 0.1057 | batch median err 1.0px | 76.1 img/s | lr 6.39e-05
  e24 [800/1250] loss 0.360 focal 0.255 off 0.1058 | batch median err 1.2px | 76.1 img/s | lr 6.37e-05
  e24 [850/1250] loss 0.358 focal 0.253 off 0.1053 | batch median err 2.7px | 76.1 img/s | lr 6.34e-05
  e24 [900/1250] loss 0.359 focal 0.253 off 0.1054 | batch median err 1.3px | 76.1 img/s | lr 6.31e-05
  e24 [950/1250] loss 0.359 focal 0.253 off 0.1059 | batch median err 1.3px | 76.2 img/s | lr 6.29e-05
  e24 [1000/1250] loss 0.359 focal 0.253 off 0.1058 | batch median err 1.5px | 76.2 img/s | lr 6.26e-05
  e24 [1050/1250] loss 0.359 focal 0.253 off 0.1060 | batch median err 1.2px | 76.2 img/s | lr 6.23e-05
  e24 [1100/1250] loss 0.360 focal 0.254 off 0.1058 | batch median err 1.0px | 76.2 img/s | lr 6.20e-05
  e24 [1150/1250] loss 0.360 focal 0.255 off 0.1057 | batch median err 1.8px | 76.2 img/s | lr 6.18e-05
  e24 [1200/1250] loss 0.360 focal 0.254 off 0.1059 | batch median err 6.7px | 76.2 img/s | lr 6.15e-05
  e24 [1250/1250] loss 0.361 focal 0.254 off 0.1060 | batch median err 1.3px | 76.2 img/s | lr 6.12e-05
epoch 24: loss 0.3605 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e25 [50/1250] loss 0.334 focal 0.232 off 0.1024 | batch median err 1.3px | 72.8 img/s | lr 6.09e-05
  e25 [100/1250] loss 0.348 focal 0.247 off 0.1012 | batch median err 0.7px | 74.6 img/s | lr 6.07e-05
  e25 [150/1250] loss 0.348 focal 0.246 off 0.1017 | batch median err 0.9px | 75.2 img/s | lr 6.04e-05
  e25 [200/1250] loss 0.353 focal 0.252 off 0.1015 | batch median err 1.3px | 75.5 img/s | lr 6.01e-05
  e25 [250/1250] loss 0.358 focal 0.255 off 0.1033 | batch median err 1.1px | 75.7 img/s | lr 5.99e-05
  e25 [300/1250] loss 0.350 focal 0.247 off 0.1022 | batch median err 1.3px | 75.8 img/s | lr 5.96e-05
  e25 [350/1250] loss 0.350 focal 0.248 off 0.1022 | batch median err 1.9px | 75.9 img/s | lr 5.93e-05
  e25 [400/1250] loss 0.354 focal 0.252 off 0.1022 | batch median err 1.0px | 75.9 img/s | lr 5.90e-05
  e25 [450/1250] loss 0.356 focal 0.253 off 0.1027 | batch median err 1.4px | 76.0 img/s | lr 5.88e-05
  e25 [500/1250] loss 0.358 focal 0.255 off 0.1028 | batch median err 2.0px | 76.0 img/s | lr 5.85e-05
  e25 [550/1250] loss 0.358 focal 0.255 off 0.1030 | batch median err 1.8px | 76.1 img/s | lr 5.82e-05
  e25 [600/1250] loss 0.358 focal 0.255 off 0.1036 | batch median err 1.5px | 76.1 img/s | lr 5.80e-05
  e25 [650/1250] loss 0.359 focal 0.255 off 0.1035 | batch median err 20.1px | 76.1 img/s | lr 5.77e-05
  e25 [700/1250] loss 0.358 focal 0.255 off 0.1032 | batch median err 1.2px | 76.1 img/s | lr 5.74e-05
  e25 [750/1250] loss 0.359 focal 0.255 off 0.1033 | batch median err 0.8px | 76.1 img/s | lr 5.71e-05
  e25 [800/1250] loss 0.359 focal 0.256 off 0.1037 | batch median err 1.0px | 76.2 img/s | lr 5.69e-05
